0,1,2,3,4,5,6,7,8,9,10
hygiene articles,grapes,,,,,,,,,
sausage,chocolate,semi-finished bread,whole milk,rum,bottled beer,,,,,
onions,bottled water,pastry,,,,,,,,
canned fish,rolls/buns,chocolate,artif. sweetener,,,,,,,
citrus fruit,yogurt,,,,,,,,,
beef,whole milk,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
butter,whole milk,,,,,,,,,
canned beer,napkins,rolls/buns,,,,,,,,
canned beer,bottled beer,yogurt,fruit/vegetable juice,,,,,,,
citrus fruit,herbs,pudding powder,,,,,,,,
candy,candy,,,,,,,,,
whole milk,yogurt,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
spread cheese,brown bread,,,,,,,,,
misc. beverages,rice,soda,,,,,,,,
meat,rolls/buns,pastry,,,,,,,,
chocolate marshmallow,newspapers,,,,,,,,,
ham,roll products ,brown bread,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
tropical fruit,bottled water,semi-finished bread,,,,,,,,
long life bakery product,soda,soda,,,,,,,,
pip fruit,other vegetables,flour,,,,,,,,
sausage,spread cheese,bottled water,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
pip fruit,snack products,,,,,,,,,
meat,yogurt,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pastry,soda,,,,,,,,,
canned beer,soda,,,,,,,,,
yogurt,condensed milk,yogurt,,,,,,,,
bottled beer,beverages,,,,,,,,,
whole milk,whole milk,,,,,,,,,
citrus fruit,berries,,,,,,,,,
frankfurter,specialty bar,whole milk,rice,dishes,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
beef,white wine,,,,,,,,,
butter milk,flour,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
fruit/vegetable juice,beef,,,,,,,,,
butter,margarine,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
meat,pasta,baking powder,,,,,,,,
ice cream,flower (seeds),,,,,,,,,
nuts/prunes,butter,brown bread,,,,,,,,
frankfurter,red/blush wine,other vegetables,,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
fruit/vegetable juice,female sanitary products,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
hard cheese,waffles,misc. beverages,,,,,,,,
ham,cake bar,whole milk,,,,,,,,
tidbits,cream cheese ,,,,,,,,,
oil,processed cheese,,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
whole milk,detergent,,,,,,,,,
other vegetables,pastry,,,,,,,,,
frankfurter,margarine,,,,,,,,,
soda,bottled water,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
bottled water,curd,,,,,,,,,
citrus fruit,shopping bags,domestic eggs,,,,,,,,
frankfurter,long life bakery product,,,,,,,,,
pork,pastry,rolls/buns,,,,,,,,
canned beer,sugar,,,,,,,,,
whole milk,UHT-milk,canned beer,whole milk,coffee,house keeping products,other vegetables,pip fruit,,,
UHT-milk,frozen vegetables,,,,,,,,,
onions,cream cheese ,baking powder,,,,,,,,
waffles,curd,,,,,,,,,
sausage,curd,yogurt,,,,,,,,
canned beer,dishes,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
pork,beverages,misc. beverages,chewing gum,,,,,,,
sausage,salty snack,cling film/bags,,,,,,,,
berries,soda,oil,,,,,,,,
yogurt,other vegetables,whipped/sour cream,,,,,,,,
yogurt,brown bread,,,,,,,,,
margarine,bottled water,,,,,,,,,
soda,beef,,,,,,,,,
pip fruit,sweet spreads,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
beverages,sliced cheese,semi-finished bread,,,,,,,,
chocolate,soda,,,,,,,,,
berries,UHT-milk,cream cheese ,,,,,,,,
meat,house keeping products,,,,,,,,,
yogurt,curd,,,,,,,,,
beef,waffles,domestic eggs,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
whole milk,frankfurter,chicken,frankfurter,flour,chocolate,bottled beer,rolls/buns,,,
frozen potato products,bottled beer,,,,,,,,,
grapes,pastry,,,,,,,,,
brown bread,yogurt,,,,,,,,,
beef,hair spray,,,,,,,,,
root vegetables,citrus fruit,soda,,,,,,,,
butter milk,root vegetables,,,,,,,,,
bathroom cleaner,popcorn,,,,,,,,,
rolls/buns,canned vegetables,,,,,,,,,
frankfurter,sausage,yogurt,soda,coffee,,,,,,
beef,specialty chocolate,,,,,,,,,
whole milk,pastry,fruit/vegetable juice,,,,,,,,
whipped/sour cream,berries,cream cheese ,,,,,,,,
other vegetables,other vegetables,frozen dessert,waffles,soda,,,,,,
other vegetables,curd,,,,,,,,,
newspapers,long life bakery product,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
whole milk,frozen vegetables,soda,UHT-milk,,,,,,,
yogurt,hard cheese,other vegetables,rolls/buns,,,,,,,
chicken,yogurt,UHT-milk,root vegetables,yogurt,hard cheese,semi-finished bread,frozen potato products,,,
bottled water,brown bread,,,,,,,,,
soda,other vegetables,,,,,,,,,
pot plants,bottled water,,,,,,,,,
pastry,syrup,,,,,,,,,
pastry,red/blush wine,pickled vegetables,,,,,,,,
whole milk,bottled water,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
ice cream,beef,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
tropical fruit,newspapers,bottled water,,,,,,,,
whole milk,packaged fruit/vegetables,abrasive cleaner,napkins,,,,,,,
grapes,canned fish,,,,,,,,,
grapes,domestic eggs,,,,,,,,,
bottled water,whole milk,,,,,,,,,
pip fruit,whole milk,soda,,,,,,,,
bottled water,roll products ,butter,coffee,rum,,,,,,
bottled water,specialty bar,,,,,,,,,
beef,soda,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
chicken,frozen fish,sugar,,,,,,,,
detergent,candy,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,cream cheese ,liquor,root vegetables,newspapers,hard cheese,,,,,
tropical fruit,pot plants,,,,,,,,,
sausage,canned fish,,,,,,,,,
newspapers,whole milk,,,,,,,,,
tropical fruit,pip fruit,root vegetables,pet care,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
soda,pastry,,,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
tropical fruit,specialty cheese,,,,,,,,,
beef,waffles,citrus fruit,waffles,,,,,,,
meat,specialty cheese,,,,,,,,,
pork,margarine,,,,,,,,,
nut snack,canned beer,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pot plants,misc. beverages,baking powder,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
newspapers,sausage,sugar,,,,,,,,
rolls/buns,red/blush wine,chocolate,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
sausage,other vegetables,margarine,curd,pastry,newspapers,,,,,
fruit/vegetable juice,onions,,,,,,,,,
canned beer,other vegetables,margarine,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
domestic eggs,coffee,,,,,,,,,
brown bread,dish cleaner,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
dessert,dental care,waffles,,,,,,,,
packaged fruit/vegetables,semi-finished bread,,,,,,,,,
hard cheese,white wine,,,,,,,,,
whole milk,pork,other vegetables,domestic eggs,,,,,,,
pork,hamburger meat,,,,,,,,,
soda,snack products,whole milk,,,,,,,,
tropical fruit,oil,,,,,,,,,
baking powder,pet care,yogurt,frozen vegetables,,,,,,,
ham,salt,,,,,,,,,
hard cheese,bottled water,,,,,,,,,
newspapers,curd,turkey,curd,misc. beverages,bottled beer,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
tropical fruit,whole milk,chocolate,,,,,,,,
hamburger meat,coffee,,,,,,,,,
bottled water,pastry,,,,,,,,,
dessert,sliced cheese,,,,,,,,,
liquor,vinegar,,,,,,,,,
pastry,other vegetables,,,,,,,,,
frankfurter,bottled beer,domestic eggs,,,,,,,,
soda,liquor,,,,,,,,,
liquor,hygiene articles,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
bottled beer,whole milk,cream cheese ,,,,,,,,
ham,pickled vegetables,,,,,,,,,
brown bread,sausage,rolls/buns,bottled water,,,,,,,
pip fruit,butter,,,,,,,,,
pork,soda,,,,,,,,,
citrus fruit,soda,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
tropical fruit,whole milk,nut snack,sliced cheese,,,,,,,
canned beer,white bread,,,,,,,,,
sausage,chocolate,,,,,,,,,
brown bread,yogurt,,,,,,,,,
meat,onions,whole milk,whole milk,,,,,,,
berries,other vegetables,,,,,,,,,
canned beer,flour,,,,,,,,,
frankfurter,white wine,,,,,,,,,
hamburger meat,bottled beer,coffee,instant coffee,yogurt,,,,,,
candy,margarine,butter,,,,,,,,
bottled water,pastry,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
packaged fruit/vegetables,popcorn,,,,,,,,,
turkey,photo/film,mayonnaise,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
newspapers,misc. beverages,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
onions,root vegetables,soap,cream cheese ,,,,,,,
other vegetables,shopping bags,,,,,,,,,
other vegetables,sausage,whole milk,butter milk,packaged fruit/vegetables,,,,,,
tropical fruit,domestic eggs,chocolate,,,,,,,,
rolls/buns,soda,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
female sanitary products,soda,,,,,,,,,
curd,yogurt,misc. beverages,pickled vegetables,,,,,,,
brown bread,white wine,,,,,,,,,
finished products,pastry,,,,,,,,,
berries,bottled beer,beef,whole milk,,,,,,,
sausage,whole milk,,,,,,,,,
whole milk,waffles,waffles,,,,,,,,
coffee,citrus fruit,,,,,,,,,
brown bread,yogurt,,,,,,,,,
hamburger meat,whipped/sour cream,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
brown bread,yogurt,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
other vegetables,salt,,,,,,,,,
zwieback,sausage,whole milk,soda,canned beer,hygiene articles,,,,,
sausage,root vegetables,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
other vegetables,root vegetables,mayonnaise,,,,,,,,
bottled beer,citrus fruit,frozen potato products,fruit/vegetable juice,sugar,sauces,,,,,
whole milk,hard cheese,,,,,,,,,
fruit/vegetable juice,whole milk,frozen vegetables,rolls/buns,,,,,,,
whole milk,butter,,,,,,,,,
tropical fruit,snack products,,,,,,,,,
beverages,sugar,,,,,,,,,
packaged fruit/vegetables,white wine,,,,,,,,,
berries,waffles,,,,,,,,,
pastry,sausage,soda,rolls/buns,sugar,soda,other vegetables,whole milk,softener,,
frankfurter,bottled beer,other vegetables,bottled beer,,,,,,,
citrus fruit,brown bread,pastry,,,,,,,,
butter,yogurt,,,,,,,,,
chicken,citrus fruit,turkey,whole milk,sweet spreads,cream cheese ,specialty chocolate,oil,,,
white wine,coffee,,,,,,,,,
soda,domestic eggs,,,,,,,,,
tropical fruit,cat food,soda,,,,,,,,
citrus fruit,waffles,,,,,,,,,
other vegetables,yogurt,yogurt,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
whole milk,frozen vegetables,white wine,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
berries,pip fruit,,,,,,,,,
pork,other vegetables,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
bottled water,soda,,,,,,,,,
margarine,processed cheese,,,,,,,,,
whipped/sour cream,bottled water,,,,,,,,,
whisky,shopping bags,rum,,,,,,,,
pastry,berries,,,,,,,,,
coffee,sausage,shopping bags,specialty bar,red/blush wine,,,,,,
soda,butter,,,,,,,,,
other vegetables,pastry,,,,,,,,,
beef,herbs,,,,,,,,,
root vegetables,whipped/sour cream,specialty bar,,,,,,,,
ham,brown bread,,,,,,,,,
frozen dessert,fruit/vegetable juice,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
oil,whipped/sour cream,specialty cheese,soda,beverages,,,,,,
tropical fruit,other vegetables,,,,,,,,,
beef,canned beer,,,,,,,,,
waffles,napkins,,,,,,,,,
pip fruit,syrup,,,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
newspapers,frozen dessert,,,,,,,,,
chocolate,bottled water,,,,,,,,,
pork,whole milk,,,,,,,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
pork,specialty chocolate,,,,,,,,,
soda,whole milk,newspapers,coffee,,,,,,,
sausage,long life bakery product,,,,,,,,,
curd cheese,newspapers,UHT-milk,,,,,,,,
sausage,tropical fruit,yogurt,rolls/buns,margarine,shopping bags,,,,,
dessert,pickled vegetables,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
pastry,shopping bags,,,,,,,,,
whole milk,frozen dessert,popcorn,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
meat,sliced cheese,,,,,,,,,
pork,tropical fruit,seasonal products,,,,,,,,
salt,cream cheese ,,,,,,,,,
meat,salt,,,,,,,,,
house keeping products,domestic eggs,,,,,,,,,
root vegetables,butter,,,,,,,,,
chicken,bottled water,,,,,,,,,
butter,margarine,,,,,,,,,
specialty bar,processed cheese,whole milk,whole milk,misc. beverages,,,,,,
berries,white bread,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
sausage,other vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
ice cream,yogurt,oil,,,,,,,,
rolls/buns,berries,shopping bags,rice,,,,,,,
candy,soda,candy,,,,,,,,
domestic eggs,white bread,whipped/sour cream,,,,,,,,
newspapers,soda,,,,,,,,,
chewing gum,soft cheese,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
finished products,pip fruit,,,,,,,,,
tropical fruit,bottled beer,other vegetables,oil,,,,,,,
pastry,hygiene articles,,,,,,,,,
ice cream,pork,,,,,,,,,
sausage,white bread,candles,,,,,,,,
sausage,sugar,yogurt,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
sausage,butter,specialty bar,soda,whipped/sour cream,,,,,,
packaged fruit/vegetables,pudding powder,shopping bags,coffee,,,,,,,
whole milk,soft cheese,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
domestic eggs,specialty bar,,,,,,,,,
bottled beer,candy,,,,,,,,,
flour,yogurt,,,,,,,,,
brown bread,waffles,,,,,,,,,
bottled water,rolls/buns,waffles,,,,,,,,
curd,cream cheese ,,,,,,,,,
sauces,tropical fruit,,,,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
hard cheese,rolls/buns,white wine,,,,,,,,
other vegetables,spices,,,,,,,,,
white bread,specialty chocolate,,,,,,,,,
specialty chocolate,flour,,,,,,,,,
pork,curd,,,,,,,,,
grapes,semi-finished bread,,,,,,,,,
whipped/sour cream,margarine,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
sausage,whole milk,detergent,rolls/buns,,,,,,,
frankfurter,other vegetables,,,,,,,,,
frozen vegetables,soft cheese,,,,,,,,,
berries,sugar,female sanitary products,dessert,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
pork,curd,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
soda,rolls/buns,,,,,,,,,
tea,yogurt,shopping bags,brown bread,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
root vegetables,soda,coffee,,,,,,,,
rolls/buns,coffee,,,,,,,,,
citrus fruit,soda,butter,hard cheese,,,,,,,
dessert,curd,,,,,,,,,
pip fruit,margarine,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
hamburger meat,soda,,,,,,,,,
misc. beverages,frankfurter,salt,curd,,,,,,,
yogurt,rolls/buns,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
whipped/sour cream,soda,white bread,snack products,,,,,,,
specialty chocolate,canned beer,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
beef,frankfurter,root vegetables,specialty fat,domestic eggs,,,,,,
yogurt,roll products ,,,,,,,,,
salt,whole milk,pickled vegetables,,,,,,,,
meat,domestic eggs,,,,,,,,,
margarine,beef,whipped/sour cream,,,,,,,,
napkins,butter,,,,,,,,,
pip fruit,margarine,,,,,,,,,
chicken,soda,,,,,,,,,
bottled water,softener,rolls/buns,,,,,,,,
brown bread,misc. beverages,,,,,,,,,
nuts/prunes,onions,,,,,,,,,
potato products,pip fruit,,,,,,,,,
chicken,tropical fruit,whipped/sour cream,,,,,,,,
pork,root vegetables,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
cream cheese ,baking powder,,,,,,,,,
other vegetables,Instant food products,sugar,,,,,,,,
sausage,processed cheese,,,,,,,,,
bottled water,brown bread,,,,,,,,,
butter,mayonnaise,,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
root vegetables,white wine,bottled water,red/blush wine,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
canned fish,cat food,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
chicken,bottled water,,,,,,,,,
dessert,ham,,,,,,,,,
sugar,whole milk,ketchup,,,,,,,,
napkins,pastry,,,,,,,,,
whole milk,cat food,,,,,,,,,
brown bread,fruit/vegetable juice,,,,,,,,,
chewing gum,frozen vegetables,,,,,,,,,
brown bread,pastry,,,,,,,,,
specialty bar,dessert,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
root vegetables,red/blush wine,salty snack,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
pork,rolls/buns,brown bread,yogurt,,,,,,,
condensed milk,bottled water,bottled beer,,,,,,,,
root vegetables,mustard,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
whole milk,bottled water,honey,,,,,,,,
root vegetables,yogurt,canned vegetables,,,,,,,,
whole milk,other vegetables,,,,,,,,,
tropical fruit,citrus fruit,domestic eggs,root vegetables,,,,,,,
yogurt,frozen vegetables,waffles,,,,,,,,
finished products,whole milk,baking powder,,,,,,,,
whole milk,other vegetables,,,,,,,,,
sweet spreads,butter,,,,,,,,,
white bread,salty snack,,,,,,,,,
whipped/sour cream,misc. beverages,,,,,,,,,
curd,dessert,,,,,,,,,
bottled beer,yogurt,butter milk,,,,,,,,
misc. beverages,coffee,,,,,,,,,
rolls/buns,citrus fruit,fruit/vegetable juice,,,,,,,,
tropical fruit,whole milk,other vegetables,long life bakery product,,,,,,,
other vegetables,sausage,white bread,soda,,,,,,,
seasonal products,dishes,shopping bags,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
yogurt,brown bread,,,,,,,,,
tropical fruit,soda,,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
ham,hamburger meat,whole milk,margarine,,,,,,,
canned beer,chicken,other vegetables,,,,,,,,
hard cheese,yogurt,,,,,,,,,
yogurt,baking powder,,,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
chicken,canned beer,,,,,,,,,
whole milk,sliced cheese,shopping bags,,,,,,,,
chicken,frozen meals,,,,,,,,,
pastry,bottled water,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
white bread,brown bread,,,,,,,,,
yogurt,hamburger meat,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
grapes,pickled vegetables,,,,,,,,,
sausage,soda,cream cheese ,,,,,,,,
whole milk,tropical fruit,soda,newspapers,,,,,,,
pork,finished products,citrus fruit,misc. beverages,,,,,,,
UHT-milk,curd,chocolate,,,,,,,,
soda,cat food,,,,,,,,,
chicken,salty snack,coffee,,,,,,,,
kitchen towels,bottled water,citrus fruit,butter,hygiene articles,,,,,,
other vegetables,baking powder,,,,,,,,,
liver loaf,canned beer,tropical fruit,canned vegetables,,,,,,,
fruit/vegetable juice,butter,brown bread,dental care,,,,,,,
frankfurter,newspapers,,,,,,,,,
butter,tropical fruit,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
sausage,packaged fruit/vegetables,misc. beverages,,,,,,,,
whole milk,curd,bottled beer,,,,,,,,
processed cheese,rolls/buns,canned fish,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
canned beer,sugar,hygiene articles,whole milk,,,,,,,
bottled water,specialty bar,curd,,,,,,,,
rolls/buns,yogurt,newspapers,,,,,,,,
onions,whipped/sour cream,dishes,,,,,,,,
chicken,butter,rolls/buns,shopping bags,soda,,,,,,
tropical fruit,nuts/prunes,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
canned beer,whipped/sour cream,misc. beverages,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
salt,napkins,,,,,,,,,
root vegetables,margarine,rolls/buns,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
brown bread,yogurt,,,,,,,,,
butter,coffee,,,,,,,,,
canned beer,canned beer,,,,,,,,,
onions,soda,,,,,,,,,
pastry,liquor (appetizer),sliced cheese,,,,,,,,
frankfurter,butter,newspapers,,,,,,,,
rolls/buns,butter,,,,,,,,,
butter milk,packaged fruit/vegetables,,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
salt,oil,,,,,,,,,
soda,root vegetables,semi-finished bread,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
cookware,sausage,soda,spices,,,,,,,
UHT-milk,coffee,yogurt,,,,,,,,
detergent,misc. beverages,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
ice cream,root vegetables,hygiene articles,,,,,,,,
citrus fruit,tropical fruit,soda,coffee,domestic eggs,,,,,,
root vegetables,shopping bags,salty snack,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
tropical fruit,tropical fruit,pot plants,berries,other vegetables,shopping bags,,,,,
meat,hamburger meat,,,,,,,,,
butter,specialty bar,,,,,,,,,
grapes,canned fish,,,,,,,,,
pork,pip fruit,,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
whole milk,pastry,specialty bar,,,,,,,,
frankfurter,brown bread,,,,,,,,,
beef,berries,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
hamburger meat,pastry,cereals,,,,,,,,
pork,whole milk,domestic eggs,sweet spreads,,,,,,,
bottled water,yogurt,spices,fruit/vegetable juice,,,,,,,
root vegetables,whole milk,zwieback,,,,,,,,
pastry,soft cheese,,,,,,,,,
soda,sausage,butter milk,vinegar,,,,,,,
sugar,shopping bags,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
pastry,napkins,,,,,,,,,
sausage,long life bakery product,curd,,,,,,,,
chewing gum,ham,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
pip fruit,curd,coffee,rolls/buns,,,,,,,
whole milk,bottled beer,,,,,,,,,
onions,butter,,,,,,,,,
pip fruit,canned beer,pork,white bread,,,,,,,
bottled beer,margarine,,,,,,,,,
oil,misc. beverages,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
packaged fruit/vegetables,beverages,,,,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
rolls/buns,cake bar,,,,,,,,,
grapes,chicken,bottled beer,root vegetables,,,,,,,
waffles,pasta,,,,,,,,,
rolls/buns,candy,,,,,,,,,
sausage,beverages,,,,,,,,,
pork,mayonnaise,,,,,,,,,
sausage,bottled water,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
semi-finished bread,newspapers,,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
spread cheese,frankfurter,ice cream,citrus fruit,pip fruit,cake bar,other vegetables,yogurt,rolls/buns,,
whole milk,baking powder,,,,,,,,,
pip fruit,light bulbs,bottled water,ketchup,,,,,,,
meat,other vegetables,canned beer,,,,,,,,
pip fruit,whole milk,napkins,,,,,,,,
tropical fruit,whole milk,vinegar,,,,,,,,
pip fruit,bottled water,,,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
ham,whole milk,shopping bags,,,,,,,,
canned vegetables,brown bread,salty snack,,,,,,,,
butter,cleaner,red/blush wine,,,,,,,,
whole milk,berries,,,,,,,,,
chocolate,curd cheese,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
rolls/buns,whole milk,semi-finished bread,processed cheese,,,,,,,
soda,sausage,whole milk,beverages,shopping bags,,,,,,
pastry,frozen vegetables,,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
meat,oil,candles,female sanitary products,,,,,,,
long life bakery product,beef,tidbits,butter,,,,,,,
chicken,beef,pork,beef,newspapers,dessert,margarine,brown bread,newspapers,,
root vegetables,hard cheese,pastry,,,,,,,,
chicken,soda,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
whole milk,tropical fruit,chocolate,,,,,,,,
whole milk,shopping bags,,,,,,,,,
frozen potato products,pastry,,,,,,,,,
curd,cereals,,,,,,,,,
hamburger meat,soda,,,,,,,,,
meat,meat,whole milk,cling film/bags,,,,,,,
ham,newspapers,waffles,,,,,,,,
grapes,yogurt,frozen potato products,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
turkey,root vegetables,,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,butter,shopping bags,,,,,,,,
sugar,butter,curd,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,rolls/buns,rolls/buns,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,female sanitary products,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
other vegetables,liquor,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
soda,semi-finished bread,coffee,,,,,,,,
curd,salty snack,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
hamburger meat,other vegetables,domestic eggs,,,,,,,,
liquor,long life bakery product,,,,,,,,,
rolls/buns,curd,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
grapes,root vegetables,shopping bags,,,,,,,,
beef,margarine,other vegetables,,,,,,,,
oil,canned beer,,,,,,,,,
other vegetables,pip fruit,UHT-milk,herbs,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
tropical fruit,artif. sweetener,,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
pork,other vegetables,,,,,,,,,
brown bread,salt,,,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
whole milk,hamburger meat,roll products ,,,,,,,,
specialty bar,canned beer,white bread,newspapers,,,,,,,
canned beer,liquor,onions,chocolate,,,,,,,
pastry,whipped/sour cream,,,,,,,,,
newspapers,soda,canned beer,,,,,,,,
berries,shopping bags,red/blush wine,,,,,,,,
bottled beer,candy,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
waffles,other vegetables,,,,,,,,,
sausage,pastry,mayonnaise,,,,,,,,
herbs,canned beer,,,,,,,,,
newspapers,long life bakery product,napkins,,,,,,,,
waffles,tropical fruit,hard cheese,pickled vegetables,,,,,,,
pork,whole milk,napkins,,,,,,,,
canned beer,pasta,,,,,,,,,
chicken,white bread,,,,,,,,,
canned beer,sausage,other vegetables,rolls/buns,,,,,,,
canned beer,white bread,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
chicken,whole milk,snack products,,,,,,,,
tropical fruit,hard cheese,,,,,,,,,
other vegetables,abrasive cleaner,bottled beer,,,,,,,,
soda,yogurt,,,,,,,,,
frankfurter,other vegetables,soda,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
